po_item_id,po_id,product_id,quantity_ordered,quantity_received,unit_cost
10151,3428,34,2405,2328,80.71
10152,3429,13,472,448,86.46
10153,3429,146,139,138,225.48
10154,3430,102,262,252,26.84
10155,3430,164,2115,2059,17.87
10156,3431,102,412,407,29.25
10157,3431,147,840,803,16.96
10158,3431,58,309,306,9.49
10159,3431,77,1585,1536,27.57
10160,3431,191,8700,8310,18.65
10161,3432,43,3750,3711,8.7
10162,3432,186,3375,3219,135.85
10163,3433,138,4930,4722,478.15
10164,3433,83,6075,5796,25.84
10165,3434,34,1500,1484,70.6
10166,3435,85,2405,2324,11.09
10167,3435,40,9150,9088,62.61
10168,3435,125,1255,1253,112.63
10169,3435,81,4380,4230,78.5
10170,3435,159,185,181,22.01
10171,3436,144,6000,5910,31.16
10172,3436,185,710,687,13.59
10173,3436,39,2345,2264,10.86
10174,3437,154,5300,5173,327.18
10175,3437,144,11450,11319,31.16
10176,3437,102,322,316,26.84
10177,3438,44,159,154,16.76
10178,3438,99,7000,6715,81.94
10179,3438,147,590,580,17.21
10180,3439,181,775,757,94.69
10181,3439,151,1905,1871,462.07
10182,3440,37,2770,2747,221.02
10183,3440,9,4190,4070,32.35
10184,3440,42,5100,5043,77.54
10185,3440,44,324,320,17.2
10186,3440,125,965,958,109.38
10187,3441,44,245,240,16.76
10188,3442,184,88,84,95.88
10189,3442,149,3170,3050,370.65
10190,3443,93,9300,9288,38.69
10191,3443,120,495,473,76.0
10192,3444,39,1635,1570,11.69
10193,3444,18,6225,5917,63.7
10194,3444,152,50,48,29.73
10195,3444,79,2495,2467,11.42
10196,3445,154,14850,14141,327.18
10197,3445,102,343,326,26.84
10198,3445,39,1325,1302,10.86
10199,3446,33,16400,15774,9.8
10200,3446,101,14400,13951,51.72
10201,3446,159,429,420,22.01
10202,3446,18,1275,1242,63.7
10203,3447,174,11975,11415,43.73
10204,3447,175,263,252,417.99
10205,3447,97,98,95,37.76
10206,3447,19,1775,1711,243.22
10207,3448,107,2520,2464,15.47
10208,3448,106,19300,18624,25.93
10209,3448,68,3060,2966,53.54
10210,3448,43,8600,8265,8.54
10211,3448,25,4125,4101,25.73
10212,3449,175,482,465,417.99
10213,3449,67,2180,2157,41.03
10214,3450,133,1445,1394,10.72
10215,3450,110,17550,17210,185.68
10216,3450,43,6375,6068,8.7
10217,3451,181,1995,1897,103.72
10218,3451,73,2255,2245,219.79
10219,3452,85,1695,1671,11.5
10220,3452,83,10850,10571,28.97
10221,3452,93,2850,2740,38.69
10222,3452,137,116,112,26.52
10223,3452,59,1940,1939,212.9
10224,3453,32,3990,3801,34.9
10225,3453,16,1660,1582,29.6
10226,3453,74,4920,4765,394.06
10227,3453,54,343,327,29.28
10228,3453,48,1265,1264,268.02
10229,3454,13,250,243,77.02
10230,3454,63,1375,1338,13.25
10231,3455,87,11000,10957,232.58
10232,3455,56,84,82,35.19
10233,3456,42,3000,2967,77.54
10234,3456,79,1120,1117,12.62
10235,3456,37,2550,2523,221.02
10236,3456,9,1210,1160,32.35
10237,3457,183,3310,3261,88.71
10238,3457,127,7075,6851,16.22
10239,3457,188,4775,4659,96.1
10240,3457,14,1220,1211,388.27
10241,3458,34,2225,2224,70.6
10242,3458,149,3290,3163,375.72
10243,3459,11,7400,7282,17.56
10244,3459,106,18400,18067,28.01
10245,3459,21,1300,1261,70.86
10246,3459,95,2790,2683,396.39
10247,3459,133,2305,2227,10.64
10248,3460,166,10450,10104,51.18
10249,3461,86,343,329,98.88
10250,3461,96,20150,19853,9.46
10251,3461,41,560,532,32.14
10252,3462,80,2275,2195,257.83
10253,3462,69,11575,11439,55.48
10254,3463,168,8750,8395,259.48
10255,3463,178,342,330,155.92
10256,3464,189,4110,4003,66.02
10257,3464,149,3460,3289,375.72
10258,3464,161,162,156,18.97
10259,3464,157,4380,4349,56.6
10260,3464,182,282,269,69.48
10261,3465,123,12200,11886,16.8
10262,3465,148,3150,3022,11.11
10263,3465,103,5650,5483,24.0
10264,3465,184,281,279,95.88
10265,3466,141,87,83,51.44
10266,3466,13,407,394,85.04
10267,3466,111,5450,5202,20.45
10268,3466,4,2500,2406,22.61
10269,3466,84,2320,2230,14.18
10270,3467,110,7800,7503,185.68
10271,3467,43,6175,6038,8.7
10272,3467,28,109,107,441.03
10273,3467,186,7050,6966,135.85
10274,3467,66,2560,2490,496.9
10275,3468,32,540,523,34.9
10276,3468,132,8200,7917,431.62
10277,3468,103,9625,9549,25.16
10278,3468,124,8750,8662,38.74
10279,3469,131,481,458,22.97
10280,3469,17,22000,21419,47.49
10281,3469,58,171,162,9.49
10282,3469,197,1650,1582,21.2
10283,3470,16,2165,2146,29.6
10284,3470,74,4210,4094,394.06
10285,3470,103,10900,10891,25.16
10286,3470,24,1850,1849,103.23
10287,3470,7,11200,10705,16.91
10288,3471,118,1635,1576,19.38
10289,3472,18,5125,5048,63.78
10290,3473,17,24050,22988,47.49
10291,3473,77,485,484,27.57
10292,3473,162,6200,5896,7.57
10293,3473,123,5600,5556,15.37
10294,3474,25,1900,1848,25.73
10295,3474,106,22450,22280,25.93
10296,3475,174,8650,8528,43.73
10297,3475,162,5075,5024,6.73
10298,3475,36,6525,6470,19.39
10299,3476,81,760,740,78.5
10300,3477,119,2500,2413,310.42
10301,3477,86,280,271,108.92
10302,3477,37,3940,3889,199.68
10303,3477,157,2640,2553,55.17
10304,3477,181,630,614,103.72
10305,3478,137,135,130,26.52
10306,3478,120,1725,1656,76.0
10307,3478,93,15450,14938,38.69
10308,3478,156,9950,9464,367.7
10309,3479,101,18050,17605,56.71
10310,3479,146,400,387,235.44
10311,3480,9,2630,2500,32.35
10312,3480,64,2720,2635,15.3
10313,3480,26,352,347,540.82
10314,3481,30,4170,4141,14.99
10315,3481,166,4200,4035,50.54
10316,3482,198,11250,10995,9.86
10317,3482,149,670,657,375.72
10318,3483,46,14150,13753,7.7
10319,3483,130,12050,11729,24.8
10320,3483,111,10925,10736,20.45
10321,3483,74,3410,3335,343.8
10322,3484,169,1210,1162,8.61
10323,3484,41,1445,1415,32.14
10324,3484,24,5000,4936,92.28
10325,3484,198,10950,10907,9.66
10326,3485,40,6850,6767,62.61
10327,3486,190,5800,5670,21.52
10328,3486,18,6600,6326,63.7
10329,3486,33,19400,19199,9.8
10330,3487,42,9600,9559,77.54
10331,3487,37,1970,1891,221.02
10332,3487,79,840,806,12.62
10333,3487,125,2235,2150,109.38
10334,3488,186,9125,8937,135.85
10335,3488,163,8350,8037,21.82
10336,3489,156,11325,10985,369.62
10337,3489,24,4120,4097,92.28
10338,3489,193,4770,4733,14.01
10339,3489,41,1215,1188,32.14
10340,3490,56,398,396,35.19
10341,3490,13,254,249,86.46
10342,3490,87,19250,18413,232.58
10343,3491,7,25000,24239,14.89
10344,3491,11,22400,21437,17.22
10345,3491,156,5150,4915,367.7
10346,3491,94,308,297,21.45
10347,3492,199,330,326,83.88
10348,3492,123,12275,12238,14.67
10349,3492,3,4475,4370,251.97
10350,3492,143,23650,23124,72.91
10351,3493,23,14750,14587,14.24
10352,3493,126,2240,2155,199.71
10353,3493,166,5450,5439,51.18
10354,3494,32,1810,1734,34.9
10355,3494,7,11450,11428,16.91
10356,3494,65,615,600,71.44
10357,3494,16,265,256,29.6
10358,3494,120,1385,1344,86.74
10359,3495,69,5900,5703,55.48
10360,3495,118,325,316,19.81
10361,3495,80,12250,12232,257.83
10362,3496,2,8025,7879,22.9
10363,3496,190,13900,13583,20.82
10364,3496,35,3200,3148,480.8
10365,3496,116,710,682,214.77
10366,3497,43,3400,3250,8.39
10367,3497,175,88,87,448.36
10368,3497,160,67,66,441.79
10369,3497,123,2425,2379,14.67
10370,3497,3,10425,10374,251.97
10371,3498,154,13100,13049,327.18
10372,3498,39,1765,1745,10.86
10373,3498,164,1940,1855,17.87
10374,3498,145,2325,2263,20.04
10375,3498,185,1590,1572,13.59
10376,3499,190,15200,14594,21.36
10377,3499,103,11450,11278,24.0
10378,3500,41,2310,2230,32.14
10379,3500,91,2350,2326,14.36
10380,3500,62,3450,3376,9.38
10381,3501,28,345,334,412.12
10382,3501,174,5075,4850,43.73
10383,3501,70,54,51,24.81
10384,3501,36,10975,10526,19.39
10385,3502,33,14550,13825,9.8
10386,3502,40,5375,5127,62.61
10387,3502,128,1775,1702,10.36
10388,3502,39,1495,1443,11.69
10389,3502,159,400,381,22.01
10390,3503,166,19900,19063,51.18
10391,3504,154,21000,20881,355.29
10392,3505,54,237,236,29.28
10393,3505,65,420,407,71.44
10394,3505,112,3210,3129,23.81
10395,3506,24,780,774,96.11
10396,3506,160,187,181,441.79
10397,3507,14,3820,3770,388.27
10398,3507,99,11225,10718,88.07
10399,3507,68,1370,1329,53.54
10400,3507,124,9950,9736,37.62
10401,3508,137,137,135,26.6
10402,3508,152,167,165,27.02
10403,3508,44,253,241,18.62
10404,3509,74,1990,1963,394.06
10405,3509,48,2310,2216,268.02
10406,3509,103,1400,1370,25.16
10407,3509,24,2400,2340,103.23
10408,3509,176,302,289,15.31
10409,3510,185,800,775,12.92
10410,3510,121,4120,4046,25.29
10411,3511,164,2285,2180,17.87
10412,3511,185,910,879,13.59
10413,3511,88,8850,8475,29.64
10414,3511,145,590,572,20.04
10415,3512,39,2145,2108,10.86
10416,3513,99,10250,9788,87.83
10417,3513,92,374,363,15.46
10418,3513,147,980,948,16.96
10419,3514,180,1520,1490,7.28
10420,3514,135,24150,24120,25.65
10421,3514,48,1960,1874,268.02
10422,3514,120,1830,1750,86.74
10423,3514,74,870,851,394.06
10424,3515,144,12100,11835,31.16
10425,3516,133,2095,2027,10.64
10426,3516,172,8550,8219,46.75
10427,3516,21,3150,3145,70.86
10428,3516,106,14000,13889,28.01
10429,3516,95,4750,4576,396.39
10430,3517,147,3490,3374,17.21
10431,3517,26,132,129,478.02
10432,3518,13,324,323,77.02
10433,3519,8,11625,11116,99.83
10434,3519,107,2690,2668,14.69
10435,3519,72,460,450,20.67
10436,3520,2,8925,8552,22.9
10437,3521,24,2210,2191,96.11
10438,3522,43,10150,10078,8.54
10439,3522,127,11375,11354,16.22
10440,3522,172,7150,6899,53.58
10441,3522,25,11625,11315,25.73
10442,3523,193,2600,2490,16.02
10443,3523,200,5800,5610,20.28
10444,3524,87,16450,15823,232.58
10445,3525,71,203,199,180.66
10446,3526,149,2800,2692,370.65
10447,3526,105,9500,9231,30.41
10448,3526,155,22700,22088,283.57
10449,3526,141,137,136,53.45
10450,3527,11,7350,7215,17.77
10451,3527,111,3775,3705,20.45
10452,3527,4,2250,2234,22.61
10453,3528,103,7875,7676,25.16
10454,3528,48,1795,1792,268.02
10455,3528,74,2420,2342,394.06
10456,3528,7,5300,5124,16.91
10457,3528,124,6425,6345,38.74
10458,3529,59,1575,1564,193.37
10459,3529,140,381,362,30.57
10460,3529,131,130,127,23.83
10461,3530,68,4400,4357,50.9
10462,3530,116,1880,1873,214.77
10463,3530,56,381,362,35.19
10464,3530,93,10050,9610,40.08
10465,3530,65,1455,1424,68.45
10466,3531,79,1850,1760,11.42
10467,3531,90,1875,1834,380.71
10468,3531,101,2700,2646,51.72
10469,3531,112,2640,2600,25.75
10470,3532,178,262,250,138.53
10471,3532,165,500,479,15.48
10472,3533,199,570,551,79.26
10473,3533,93,17700,16951,37.58
10474,3533,171,1650,1585,102.56
10475,3533,144,11250,11024,31.61
10476,3534,81,4170,4161,74.7
10477,3535,1,397,383,11.12
10478,3536,167,525,523,40.03
10479,3536,192,5400,5333,22.88
10480,3536,52,3600,3567,70.71
10481,3536,173,2520,2433,13.01
10482,3537,128,7525,7509,10.36
10483,3538,19,8550,8537,243.22
10484,3538,174,1400,1391,43.73
10485,3538,192,18700,17826,23.92
10486,3539,37,3620,3583,221.02
10487,3539,125,805,804,109.38
10488,3539,79,1810,1767,12.62
10489,3540,61,460,444,23.36
10490,3540,27,650,636,47.47
10491,3540,48,1880,1808,299.5
10492,3541,103,6575,6471,24.65
10493,3541,157,4050,3944,56.39
10494,3541,178,294,291,138.53
10495,3542,111,4425,4394,20.45
10496,3543,47,6750,6558,12.54
10497,3544,151,2115,2091,520.09
10498,3544,167,1280,1236,40.03
10499,3544,144,1775,1750,31.61
10500,3545,111,8450,8034,20.45
10501,3545,130,3450,3398,24.8
10502,3546,65,1015,1007,68.45
10503,3547,109,12300,12202,28.45
10504,3547,200,10450,10084,20.28
10505,3547,185,1405,1370,12.92
10506,3547,165,177,175,15.48
10507,3548,31,4575,4496,12.84
10508,3548,52,1900,1872,73.5
10509,3548,165,195,186,16.44
10510,3549,168,12750,12507,259.48
10511,3549,6,1780,1703,26.07
10512,3550,175,276,275,448.36
10513,3551,35,18400,17660,480.8
10514,3551,190,8400,8267,20.82
10515,3551,65,1270,1243,68.45
10516,3551,178,191,184,156.72
10517,3551,2,3950,3898,22.9
10518,3552,28,143,141,394.63
10519,3552,165,402,388,16.44
10520,3552,18,7800,7592,65.27
10521,3552,31,10125,9731,12.84
10522,3552,86,283,271,108.92
10523,3553,67,1630,1568,40.12
10524,3553,71,296,284,174.49
10525,3553,148,11200,10779,11.11
10526,3553,113,479,471,24.45
10527,3553,190,3750,3596,21.36
10528,3554,101,10400,9932,56.71
10529,3554,153,3525,3375,23.08
10530,3555,120,305,299,76.0
10531,3555,53,16250,15741,13.88
10532,3555,18,10375,10281,63.78
10533,3555,59,650,619,212.9
10534,3556,8,1800,1739,99.83
10535,3556,57,87,84,14.51
10536,3557,56,470,449,35.19
10537,3557,146,99,98,225.48
10538,3558,54,237,236,25.82
10539,3558,34,1080,1054,80.71
10540,3558,150,305,290,24.99
10541,3558,139,3500,3492,51.6
10542,3559,30,1890,1809,16.42
10543,3559,172,19050,18876,53.58
10544,3559,79,1975,1905,12.88
10545,3560,175,86,82,448.36
10546,3560,3,9175,8787,251.97
10547,3560,123,11650,11284,14.67
10548,3560,134,94,89,10.44
10549,3561,39,2300,2278,11.0
10550,3561,147,2980,2945,17.21
10551,3562,167,2410,2319,42.95
10552,3563,18,5700,5618,65.27
10553,3563,116,1640,1617,221.24
10554,3563,157,2080,2039,55.17
10555,3564,124,9125,8994,38.74
10556,3564,74,2900,2770,394.06
10557,3564,24,4040,3938,103.23
10558,3565,161,304,303,18.97
10559,3565,20,1250,1214,342.23
10560,3565,189,1680,1610,66.02
10561,3566,15,9550,9135,27.06
10562,3566,21,4800,4658,70.86
10563,3566,121,580,575,26.43
10564,3566,30,2700,2581,14.99
10565,3566,172,13000,12437,46.75
10566,3567,36,9800,9737,22.15
10567,3568,11,13550,13033,17.56
10568,3568,2,2925,2780,24.42
10569,3568,21,11200,10640,70.86
10570,3569,116,2100,1999,214.75
10571,3569,71,128,121,157.66
10572,3569,104,360,352,15.65
10573,3569,115,2470,2408,15.37
10574,3570,148,13900,13525,11.11
10575,3570,53,4450,4295,13.86
10576,3570,123,10025,9631,16.8
10577,3570,141,266,253,53.45
10578,3571,86,431,425,98.88
10579,3571,62,1725,1648,9.38
10580,3571,169,450,448,8.61
10581,3571,96,22050,21779,9.46
10582,3571,41,2125,2028,32.14
10583,3572,14,3570,3418,383.14
10584,3573,197,3060,2992,24.06
10585,3573,28,325,318,412.12
10586,3573,162,1725,1662,6.73
10587,3573,19,6250,6142,243.22
10588,3573,67,2470,2462,41.03
10589,3574,168,5400,5240,252.14
10590,3574,105,7750,7545,28.86
10591,3574,57,324,319,14.51
10592,3574,98,475,463,12.24
10593,3574,137,400,387,26.6
10594,3575,170,1145,1123,8.21
10595,3575,146,388,380,225.48
10596,3575,93,11050,11046,40.08
10597,3575,178,438,428,156.72
10598,3576,78,1475,1414,5.88
10599,3576,23,3350,3184,14.24
10600,3577,147,2990,2863,17.39
10601,3577,29,500,493,467.38
10602,3578,190,19700,19373,21.36
10603,3578,103,12300,11863,24.0
10604,3578,147,1290,1266,17.39
10605,3578,184,284,272,95.88
10606,3578,67,2650,2554,40.12
10607,3579,175,164,161,417.99
10608,3579,28,414,409,412.12
10609,3579,67,3230,3104,41.03
10610,3579,158,22150,21485,10.48
10611,3580,115,1020,1001,15.37
10612,3580,30,2270,2267,16.42
10613,3580,88,9025,8821,28.23
10614,3580,71,260,252,157.66
10615,3580,25,2250,2166,25.73
10616,3581,35,16900,16084,480.8
10617,3581,87,13600,13177,232.58
10618,3581,13,313,308,86.46
10619,3581,56,280,271,35.19
10620,3582,76,11000,10720,7.67
10621,3582,27,505,481,47.47
10622,3582,37,2050,1983,199.68
10623,3582,119,730,706,310.42
10624,3582,86,361,357,108.92
10625,3583,148,10250,9865,11.11
10626,3583,190,21700,20712,21.36
10627,3583,53,3700,3684,13.86
10628,3583,147,3850,3741,17.39
10629,3584,164,290,285,17.87
10630,3584,39,590,570,10.86
10631,3584,102,477,476,26.84
10632,3584,144,6725,6500,31.16
10633,3584,185,2270,2180,13.59
10634,3585,164,1480,1464,16.58
10635,3585,24,590,580,92.28
10636,3585,198,2500,2422,9.66
10637,3585,156,10050,9827,369.62
10638,3586,104,450,431,13.8
10639,3587,63,6000,5784,13.25
10640,3587,151,1480,1455,462.07
10641,3587,181,280,277,94.69
10642,3587,13,123,118,77.02
10643,3588,163,12050,12023,21.82
10644,3589,54,214,203,29.28
10645,3589,32,790,789,34.9
10646,3589,180,1005,984,7.28
10647,3590,153,9750,9537,23.08
10648,3591,69,8500,8434,58.25
10649,3591,82,12750,12514,12.61
10650,3591,22,855,834,82.63
10651,3591,64,2940,2812,15.1
10652,3591,50,2430,2320,21.7
10653,3592,83,11450,11331,28.97
10654,3593,26,319,306,478.02
10655,3593,141,393,374,50.2
10656,3593,66,650,636,531.48
10657,3594,198,5250,5028,9.86
10658,3594,1,207,203,12.43
10659,3594,20,825,824,342.23
10660,3595,177,104,101,5.39
10661,3595,69,8500,8315,58.25
10662,3595,166,18950,18393,45.21
10663,3595,152,188,182,29.73
10664,3596,157,3120,3060,56.6
10665,3596,149,4040,3877,375.72
10666,3596,182,101,98,69.48
10667,3596,20,2290,2218,342.23
10668,3597,83,3225,3136,28.97
10669,3597,137,217,213,26.52
10670,3598,2,3350,3203,22.9
10671,3599,131,164,163,23.83
10672,3600,142,12250,12092,10.48
10673,3601,80,3600,3484,263.09
10674,3601,192,19350,18739,22.88
10675,3601,199,1690,1667,79.26
10676,3601,6,2360,2272,28.63
10677,3602,200,22250,22096,20.28
10678,3602,75,560,541,21.94
10679,3602,153,6525,6330,25.91
10680,3602,103,1800,1773,24.65
10681,3602,145,2300,2198,19.59
10682,3603,86,346,330,108.92
10683,3603,157,3190,3118,55.17
10684,3604,102,375,367,26.84
10685,3604,39,1740,1701,10.86
10686,3604,154,22950,22024,327.18
10687,3605,56,121,117,37.68
10688,3606,109,11850,11584,28.45
10689,3606,166,23250,23082,51.18
10690,3606,41,970,936,31.79
10691,3606,23,6450,6132,14.24
10692,3606,178,131,129,138.53
10693,3607,116,1260,1212,214.77
10694,3607,13,328,325,86.46
10695,3607,2,3675,3624,22.9
10696,3608,51,170,165,9.78
10697,3608,80,5075,4914,257.83
10698,3609,139,3220,3064,55.83
10699,3610,80,9925,9617,263.09
10700,3610,6,1750,1733,28.63
10701,3611,178,359,354,156.72
10702,3611,65,1960,1918,68.45
10703,3611,2,1325,1284,22.9
10704,3612,175,282,281,417.99
10705,3613,7,17000,16858,14.89
10706,3614,58,467,457,9.23
10707,3615,91,4250,4104,14.36
10708,3615,198,6075,6061,9.66
10709,3615,169,1980,1940,8.61
10710,3615,164,1025,1010,16.58
10711,3615,86,259,253,98.88
10712,3616,153,2050,2046,25.91
10713,3616,136,810,780,22.12
10714,3617,184,436,415,98.43
10715,3618,53,24450,24449,12.89
10716,3619,166,10450,9932,45.21
10717,3619,67,2250,2241,45.54
10718,3619,152,407,400,29.73
10719,3619,126,1300,1255,194.4
10720,3619,82,5450,5298,12.61
10721,3620,42,1275,1230,77.54
10722,3620,37,2800,2665,221.02
10723,3620,26,234,227,540.82
10724,3620,9,3430,3386,32.35
10725,3620,191,11375,10833,16.54
10726,3621,97,101,97,37.76
10727,3621,174,11700,11409,43.73
10728,3621,192,15950,15322,23.92
10729,3621,158,3050,2927,10.48
10730,3622,21,11000,10950,70.86
10731,3622,106,9450,9126,28.01
10732,3622,81,1140,1136,73.37
10733,3623,193,2170,2133,16.02
10734,3623,103,7275,7129,24.65
10735,3624,184,421,405,98.43
10736,3625,138,4890,4888,478.15
10737,3625,83,7000,6742,25.84
10738,3626,86,51,49,98.88
10739,3626,24,1670,1607,92.28
10740,3626,150,104,102,23.68
10741,3626,169,1255,1239,8.61
10742,3626,164,1820,1755,16.58
10743,3627,176,257,256,15.31
10744,3627,120,430,408,86.74
10745,3628,125,820,785,109.38
10746,3628,79,2190,2169,12.62
10747,3628,44,229,220,17.2
10748,3628,9,830,817,32.35
10749,3629,93,11400,11108,40.08
10750,3629,2,6325,6085,22.9
10751,3629,116,4000,3967,214.77
10752,3629,68,910,865,50.9
10753,3629,170,1615,1582,8.21
10754,3630,194,12900,12762,13.29
10755,3630,102,134,129,26.84
10756,3630,144,6300,5996,31.16
10757,3631,1,81,78,11.12
10758,3631,103,4950,4937,24.0
10759,3631,123,6350,6179,16.8
10760,3632,125,1215,1201,109.38
10761,3632,44,375,367,17.2
10762,3632,26,315,308,540.82
10763,3633,145,1570,1496,19.59
10764,3633,136,280,278,22.12
10765,3633,112,1760,1707,27.2
10766,3633,121,1040,989,25.29
10767,3633,103,1925,1917,24.65
10768,3634,51,52,51,9.78
10769,3634,59,1385,1349,193.37
10770,3634,196,441,437,64.29
10771,3634,118,1920,1870,19.81
10772,3635,95,3540,3397,396.39
10773,3635,106,7650,7579,28.01
10774,3635,2,1700,1652,24.42
10775,3635,83,2550,2436,25.84
10776,3635,15,2175,2114,27.06
10777,3636,2,10950,10634,24.42
10778,3636,11,3800,3798,17.56
10779,3636,172,9600,9415,46.75
10780,3636,21,3425,3411,70.86
10781,3636,138,1870,1803,478.15
10782,3637,54,221,219,28.62
10783,3638,169,965,927,9.22
10784,3638,196,169,166,64.29
10785,3638,69,7875,7600,55.48
10786,3638,140,339,334,30.57
10787,3639,117,132,126,215.24
10788,3639,164,525,511,18.54
10789,3639,51,398,378,9.78
10790,3640,96,8700,8659,9.46
10791,3640,198,12450,12410,9.66
10792,3641,167,1830,1802,40.03
10793,3642,41,1230,1207,32.14
10794,3642,24,2280,2190,92.28
10795,3642,96,12350,12175,9.46
10796,3642,169,2140,2098,8.61
10797,3642,135,19050,18889,24.28
10798,3643,80,7050,6773,260.72
10799,3643,181,1700,1688,94.69
10800,3644,192,9450,9216,22.88
10801,3644,173,4170,4112,13.01
10802,3644,100,750,742,97.63
10803,3644,80,11625,11369,263.09
10804,3645,56,242,240,40.05
10805,3645,188,9700,9333,96.1
10806,3645,99,9200,8810,88.07
10807,3646,102,465,450,26.84
10808,3646,154,14100,13862,327.18
10809,3646,145,915,901,20.04
10810,3646,194,8650,8335,13.29
10811,3647,156,11025,10739,367.7
10812,3647,137,361,349,26.52
10813,3648,61,237,229,23.36
10814,3648,52,9450,9025,73.5
10815,3648,37,4960,4768,199.68
10816,3648,119,2130,2072,310.42
10817,3649,68,5000,4929,50.9
10818,3649,93,12400,11864,40.08
10819,3650,24,4070,4031,103.23
10820,3651,112,1460,1455,27.2
10821,3651,126,2390,2360,199.71
10822,3651,41,1255,1211,31.79
10823,3651,121,1560,1545,25.29
10824,3651,178,323,318,138.53
10825,3652,38,2550,2542,18.7
10826,3652,10,3890,3885,24.05
10827,3652,146,380,367,235.44
10828,3652,43,7450,7079,8.39
10829,3653,12,4275,4114,18.32
10830,3653,31,2925,2848,12.84
10831,3653,119,4800,4795,310.42
10832,3653,165,420,410,16.44
10833,3653,37,2520,2444,199.68
10834,3654,82,11750,11351,13.19
10835,3654,36,8975,8900,19.39
10836,3654,19,9550,9098,243.22
10837,3654,192,3100,3041,23.92
10838,3654,162,3450,3344,6.73
10839,3655,74,740,727,394.06
10840,3656,135,4600,4558,24.28
10841,3657,78,1310,1249,5.88
10842,3657,75,3490,3395,21.94
10843,3657,200,16850,16224,20.28
10844,3657,145,895,893,19.59
10845,3658,32,3130,2986,34.9
10846,3658,54,94,93,29.28
10847,3658,124,1250,1190,38.74
10848,3658,16,2140,2092,29.6
10849,3658,65,605,594,71.44
10850,3659,46,24350,23501,7.7
10851,3659,4,2420,2399,22.61
10852,3660,171,11025,10848,102.56
10853,3660,93,20600,20414,37.58
10854,3660,100,2430,2357,97.63
10855,3660,173,1150,1103,13.01
10856,3660,54,161,153,28.62
10857,3661,125,565,550,109.38
10858,3661,9,2880,2872,32.35
10859,3661,191,4375,4293,16.54
10860,3662,39,1060,1045,10.86
10861,3662,185,425,416,13.59
10862,3662,194,5700,5696,13.29
10863,3662,154,22250,22240,327.18
10864,3663,19,12475,11938,218.68
10865,3663,55,2600,2497,23.82
10866,3663,28,91,88,441.03
10867,3663,173,2530,2507,14.19
10868,3663,110,5600,5454,185.68
10869,3664,26,474,450,479.94
10870,3665,28,184,181,412.12
10871,3665,82,20150,19774,13.19
10872,3666,145,1330,1297,19.59
10873,3666,41,1060,1055,31.79
10874,3666,78,1810,1772,5.88
10875,3666,136,1305,1295,22.12
10876,3666,157,2720,2621,56.39
10877,3667,74,1650,1631,343.8
10878,3667,46,19550,18638,7.7
10879,3668,145,830,815,20.04
10880,3668,164,1125,1076,17.87
10881,3668,39,1615,1546,10.86
10882,3668,102,375,371,26.84
10883,3668,154,23100,22469,327.18
10884,3669,165,244,242,16.8
10885,3670,81,3590,3562,78.5
10886,3670,190,17000,16422,21.52
10887,3670,18,12250,11738,63.7
10888,3670,101,7250,7000,51.72
10889,3671,51,439,422,9.78
10890,3671,117,204,200,215.24
10891,3671,198,4800,4742,10.61
10892,3671,169,885,876,9.22
10893,3671,128,10800,10600,10.48
10894,3672,52,7725,7382,73.5
10895,3672,48,545,519,299.5
10896,3672,165,450,449,16.44
10897,3672,86,163,155,108.92
10898,3672,181,905,860,103.72
10899,3673,108,2140,2093,89.61
10900,3673,87,14750,14075,206.15
10901,3673,60,11000,10624,417.05
10902,3673,49,228,223,31.14
10903,3673,118,1935,1913,19.38
10904,3674,109,10175,10118,28.45
10905,3675,148,14750,14697,11.11
10906,3675,29,760,728,467.38
10907,3675,113,232,227,24.45
10908,3675,123,10050,9623,16.8
10909,3676,107,1700,1654,16.56
10910,3676,153,2725,2644,25.0
10911,3676,67,4200,4192,45.54
10912,3677,54,160,153,25.82
10913,3677,97,215,209,39.35
10914,3677,129,435,424,33.07
10915,3677,87,2650,2540,206.15
10916,3678,29,3670,3594,467.38
10917,3678,190,15000,14601,21.36
10918,3678,67,1660,1636,40.12
10919,3679,133,1790,1774,10.72
10920,3679,26,300,297,479.94
10921,3679,134,211,208,9.22
10922,3679,66,840,821,496.9
10923,3679,19,9475,9387,218.68
10924,3680,163,9350,9201,21.82
10925,3680,19,2175,2073,218.68
10926,3680,131,395,379,23.01
10927,3681,13,56,53,77.02
10928,3681,80,8000,7770,260.72
10929,3681,181,1155,1119,94.69
10930,3681,63,9600,9342,13.25
10931,3682,87,5100,4885,206.15
10932,3682,108,3340,3221,89.61
10933,3682,81,4850,4646,74.7
10934,3682,60,7800,7421,417.05
10935,3683,33,11750,11396,10.42
10936,3684,138,4300,4288,490.35
10937,3684,94,408,390,21.45
10938,3685,87,18800,18385,206.15
10939,3685,129,1555,1513,33.07
10940,3686,2,1750,1740,22.9
10941,3686,13,399,393,86.46
10942,3687,80,2300,2204,260.72
10943,3687,181,1375,1322,94.69
10944,3687,13,268,267,77.02
10945,3687,63,11000,10955,13.25
10946,3687,151,1640,1586,462.07
10947,3688,173,1180,1121,13.01
10948,3689,140,482,458,30.57
10949,3689,1,201,192,11.2
10950,3689,41,1450,1395,28.84
10951,3689,129,1970,1878,29.19
10952,3689,118,1995,1966,19.81
