so_id,so_number,customer_id,warehouse_id,order_date,requested_delivery_date,actual_ship_date,status,total_amount,shipping_cost
17216,SO-2025-017216,110,5,2025-01-01,2025-01-09,2025-01-05,Delivered,159.48,93.58
17217,SO-2025-017217,112,1,2025-01-01,2025-01-05,2025-01-05,Delivered,24853.92,74.19
17218,SO-2025-017218,64,3,2025-01-01,2025-01-12,2025-01-05,Delivered,6352.56,37.52
17219,SO-2025-017219,90,2,2025-01-01,2025-01-06,2025-01-06,Delivered,84004.13,72.6
17220,SO-2025-017220,50,4,2025-01-01,2025-01-09,2025-01-04,Delivered,32551.78,50.6
17221,SO-2025-017221,2,3,2025-01-01,2025-01-12,2025-01-04,Delivered,227484.96,22.17
17222,SO-2025-017222,27,4,2025-01-01,2025-01-11,2025-01-03,Delivered,14726.88,57.68
17223,SO-2025-017223,97,1,2025-01-01,2025-01-05,2025-01-06,Delivered,306830.39,36.66
17224,SO-2025-017224,114,5,2025-01-01,2025-01-14,2025-01-03,Delivered,262.0,24.09
17225,SO-2025-017225,49,4,2025-01-01,2025-01-13,2025-01-04,Delivered,71656.13,78.39
17226,SO-2025-017226,84,1,2025-01-01,2025-01-07,2025-01-06,Delivered,664.98,64.71
17227,SO-2025-017227,140,2,2025-01-01,2025-01-07,2025-01-03,Delivered,15548.38,86.6
17228,SO-2025-017228,27,4,2025-01-01,2025-01-07,2025-01-06,Delivered,5437.0,30.07
17229,SO-2025-017229,62,3,2025-01-01,2025-01-11,2025-01-05,Delivered,13147.53,99.29
17230,SO-2025-017230,21,1,2025-01-01,2025-01-04,2025-01-06,Delivered,479.72,76.86
17231,SO-2025-017231,81,1,2025-01-01,2025-01-06,2025-01-04,Delivered,73664.71,54.03
17232,SO-2025-017232,6,1,2025-01-01,2025-01-04,2025-01-05,Delivered,8549.24,42.66
17233,SO-2025-017233,104,3,2025-01-01,2025-01-10,2025-01-05,Delivered,207791.7,33.95
17234,SO-2025-017234,148,4,2025-01-01,2025-01-04,2025-01-02,Delivered,420180.44,68.75
17235,SO-2025-017235,40,3,2025-01-01,2025-01-10,2025-01-02,Delivered,36800.07,96.33
17236,SO-2025-017236,139,1,2025-01-01,2025-01-14,2025-01-05,Delivered,122420.64,78.78
17237,SO-2025-017237,55,3,2025-01-01,2025-01-14,2025-01-02,Delivered,232.92,86.08
17238,SO-2025-017238,86,4,2025-01-01,2025-01-14,2025-01-05,Delivered,1935.44,57.62
17239,SO-2025-017239,47,4,2025-01-01,2025-01-11,2025-01-02,Delivered,12247.64,16.58
17240,SO-2025-017240,63,3,2025-01-01,2025-01-15,2025-01-04,Delivered,123122.84,44.61
17241,SO-2025-017241,146,2,2025-01-01,2025-01-06,2025-01-03,Delivered,72.84,46.95
17242,SO-2025-017242,58,1,2025-01-02,2025-01-16,2025-01-04,Delivered,236111.43,79.16
17243,SO-2025-017243,26,1,2025-01-02,2025-01-15,2025-01-04,Delivered,102564.71,26.78
17244,SO-2025-017244,96,2,2025-01-02,2025-01-15,2025-01-06,Delivered,15332.04,96.87
17245,SO-2025-017245,50,4,2025-01-02,2025-01-09,2025-01-07,Delivered,325873.49,12.23
17246,SO-2025-017246,74,4,2025-01-02,2025-01-10,2025-01-06,Delivered,11004.12,70.6
17247,SO-2025-017247,105,3,2025-01-02,2025-01-14,2025-01-04,Delivered,33829.86,75.0
17248,SO-2025-017248,99,5,2025-01-02,2025-01-05,2025-01-04,Delivered,29653.65,57.14
17249,SO-2025-017249,57,1,2025-01-02,2025-01-15,2025-01-06,Delivered,125809.19,42.33
17250,SO-2025-017250,34,3,2025-01-02,2025-01-12,2025-01-04,Delivered,190934.88,84.98
17251,SO-2025-017251,117,2,2025-01-02,2025-01-16,2025-01-07,Delivered,2776.72,94.01
17252,SO-2025-017252,52,4,2025-01-02,2025-01-11,2025-01-07,Delivered,51814.57,77.71
17253,SO-2025-017253,33,1,2025-01-02,2025-01-09,2025-01-05,Delivered,157904.51,14.94
17254,SO-2025-017254,23,5,2025-01-02,2025-01-06,2025-01-07,Delivered,177953.6,68.96
17255,SO-2025-017255,5,2,2025-01-02,2025-01-07,2025-01-03,Delivered,236951.37,27.54
17256,SO-2025-017256,97,1,2025-01-02,2025-01-16,2025-01-03,Delivered,263044.41,12.6
17257,SO-2025-017257,50,5,2025-01-02,2025-01-14,2025-01-03,Delivered,351734.88,28.19
17258,SO-2025-017258,62,5,2025-01-02,2025-01-08,2025-01-04,Delivered,1635.64,52.44
17259,SO-2025-017259,149,1,2025-01-02,2025-01-09,2025-01-07,Delivered,133257.82,99.89
17260,SO-2025-017260,32,2,2025-01-02,2025-01-13,2025-01-05,Delivered,659.88,87.18
17261,SO-2025-017261,72,3,2025-01-02,2025-01-16,2025-01-07,Delivered,195.02,36.77
17262,SO-2025-017262,147,3,2025-01-02,2025-01-06,2025-01-07,Delivered,167214.85,18.44
17263,SO-2025-017263,127,5,2025-01-02,2025-01-05,2025-01-05,Delivered,123133.95,10.25
17264,SO-2025-017264,110,5,2025-01-02,2025-01-16,2025-01-04,Delivered,211.84,81.41
17265,SO-2025-017265,103,4,2025-01-02,2025-01-08,2025-01-04,Delivered,52605.05,83.0
17266,SO-2025-017266,108,4,2025-01-02,2025-01-14,2025-01-06,Delivered,21521.32,34.92
17267,SO-2025-017267,93,4,2025-01-02,2025-01-15,2025-01-03,Delivered,107800.52,52.76
17268,SO-2025-017268,36,4,2025-01-02,2025-01-14,2025-01-06,Delivered,675.68,36.32
17269,SO-2025-017269,5,5,2025-01-02,2025-01-14,2025-01-06,Delivered,92465.3,30.18
17270,SO-2025-017270,118,2,2025-01-03,2025-01-08,2025-01-07,Delivered,1181.5,72.18
17271,SO-2025-017271,86,2,2025-01-03,2025-01-11,2025-01-04,Delivered,998.33,17.74
17272,SO-2025-017272,10,3,2025-01-03,2025-01-09,2025-01-04,Delivered,115914.11,38.83
17273,SO-2025-017273,33,1,2025-01-03,2025-01-13,2025-01-06,Delivered,128050.33,31.41
17274,SO-2025-017274,121,2,2025-01-03,2025-01-17,2025-01-08,Delivered,13813.5,96.97
17275,SO-2025-017275,69,5,2025-01-03,2025-01-11,2025-01-07,Delivered,4997.92,18.25
17276,SO-2025-017276,145,3,2025-01-03,2025-01-16,2025-01-08,Delivered,9634.98,71.1
17277,SO-2025-017277,34,1,2025-01-03,2025-01-09,2025-01-06,Delivered,470445.79,95.2
17278,SO-2025-017278,54,5,2025-01-03,2025-01-16,2025-01-07,Delivered,22037.18,73.29
17279,SO-2025-017279,41,2,2025-01-03,2025-01-10,2025-01-08,Delivered,311994.79,28.05
17280,SO-2025-017280,133,3,2025-01-03,2025-01-09,2025-01-04,Delivered,91833.07,92.49
17281,SO-2025-017281,80,1,2025-01-03,2025-01-06,2025-01-06,Delivered,1417.8,97.96
17282,SO-2025-017282,130,1,2025-01-03,2025-01-15,2025-01-06,Delivered,241587.33,37.91
17283,SO-2025-017283,119,5,2025-01-03,2025-01-08,2025-01-08,Delivered,5403.95,41.97
17284,SO-2025-017284,115,1,2025-01-03,2025-01-12,2025-01-04,Delivered,197669.61,21.27
17285,SO-2025-017285,69,5,2025-01-03,2025-01-09,2025-01-05,Delivered,1471.53,33.87
17286,SO-2025-017286,22,2,2025-01-03,2025-01-13,2025-01-04,Delivered,1177.05,43.71
17287,SO-2025-017287,82,3,2025-01-03,2025-01-13,2025-01-05,Delivered,4434.36,37.25
17288,SO-2025-017288,135,3,2025-01-03,2025-01-15,2025-01-05,Delivered,147019.95,41.2
17289,SO-2025-017289,106,2,2025-01-03,2025-01-17,2025-01-06,Delivered,17665.77,91.9
17290,SO-2025-017290,143,1,2025-01-03,2025-01-15,2025-01-05,Delivered,28014.7,87.38
17291,SO-2025-017291,90,2,2025-01-03,2025-01-15,2025-01-07,Delivered,530066.29,37.92
17292,SO-2025-017292,86,4,2025-01-03,2025-01-17,2025-01-07,Delivered,9968.28,70.26
17293,SO-2025-017293,84,4,2025-01-03,2025-01-10,2025-01-07,Delivered,12055.56,15.23
17294,SO-2025-017294,31,1,2025-01-03,2025-01-14,2025-01-04,Delivered,276528.88,61.14
17295,SO-2025-017295,89,2,2025-01-03,2025-01-09,2025-01-06,Delivered,211585.64,59.7
17296,SO-2025-017296,46,3,2025-01-03,2025-01-11,2025-01-07,Delivered,37242.62,10.42
17297,SO-2025-017297,118,5,2025-01-03,2025-01-14,2025-01-04,Delivered,2708.3,29.53
17298,SO-2025-017298,29,5,2025-01-04,2025-01-18,2025-01-07,Delivered,74548.42,29.45
17299,SO-2025-017299,35,2,2025-01-04,2025-01-09,2025-01-07,Delivered,211206.22,71.77
17300,SO-2025-017300,98,1,2025-01-04,2025-01-08,2025-01-06,Delivered,230203.8,50.17
17301,SO-2025-017301,130,4,2025-01-04,2025-01-08,2025-01-08,Delivered,108850.82,34.83
17302,SO-2025-017302,131,2,2025-01-04,2025-01-09,2025-01-05,Delivered,7241.08,89.98
17303,SO-2025-017303,46,3,2025-01-04,2025-01-12,2025-01-08,Delivered,1427.22,71.01
17304,SO-2025-017304,44,5,2025-01-04,2025-01-15,2025-01-06,Delivered,72581.4,91.42
17305,SO-2025-017305,100,3,2025-01-04,2025-01-13,2025-01-06,Delivered,2951.02,87.57
17306,SO-2025-017306,135,3,2025-01-04,2025-01-14,2025-01-07,Delivered,142910.12,19.51
17307,SO-2025-017307,128,1,2025-01-04,2025-01-13,2025-01-06,Delivered,14048.91,40.9
17308,SO-2025-017308,25,1,2025-01-04,2025-01-09,2025-01-05,Delivered,7239.88,18.95
17309,SO-2025-017309,140,2,2025-01-04,2025-01-07,2025-01-06,Delivered,1633.56,53.06
17310,SO-2025-017310,125,4,2025-01-05,2025-01-08,2025-01-09,Delivered,2477.47,71.7
17311,SO-2025-017311,102,5,2025-01-05,2025-01-18,2025-01-10,Delivered,7800.24,95.16
17312,SO-2025-017312,80,1,2025-01-05,2025-01-14,2025-01-10,Delivered,1005.9,10.53
17313,SO-2025-017313,131,1,2025-01-05,2025-01-19,2025-01-10,Delivered,28115.13,88.3
17314,SO-2025-017314,111,4,2025-01-05,2025-01-16,2025-01-07,Delivered,7904.1,19.27
17315,SO-2025-017315,35,1,2025-01-05,2025-01-17,2025-01-09,Delivered,305831.9,19.01
17316,SO-2025-017316,25,3,2025-01-05,2025-01-12,2025-01-08,Delivered,15653.13,86.53
17317,SO-2025-017317,71,5,2025-01-05,2025-01-12,2025-01-08,Delivered,98718.22,15.95
17318,SO-2025-017318,101,4,2025-01-05,2025-01-19,2025-01-06,Delivered,3240.26,72.23
17319,SO-2025-017319,134,2,2025-01-05,2025-01-13,2025-01-06,Delivered,298186.07,22.21
17320,SO-2025-017320,7,4,2025-01-05,2025-01-15,2025-01-08,Delivered,17200.9,56.13
17321,SO-2025-017321,133,4,2025-01-05,2025-01-18,2025-01-06,Delivered,168899.37,15.73
17322,SO-2025-017322,126,2,2025-01-05,2025-01-17,2025-01-10,Delivered,7693.55,17.87
17323,SO-2025-017323,49,2,2025-01-05,2025-01-14,2025-01-06,Delivered,87875.32,62.93
17324,SO-2025-017324,128,5,2025-01-05,2025-01-18,2025-01-10,Delivered,5713.61,44.48
17325,SO-2025-017325,127,1,2025-01-06,2025-01-17,2025-01-07,Delivered,206340.04,14.58
17326,SO-2025-017326,44,4,2025-01-06,2025-01-12,2025-01-08,Delivered,46404.75,36.75
17327,SO-2025-017327,88,4,2025-01-06,2025-01-14,2025-01-07,Delivered,93963.12,47.7
17328,SO-2025-017328,134,1,2025-01-06,2025-01-10,2025-01-08,Delivered,313978.71,89.11
17329,SO-2025-017329,131,5,2025-01-06,2025-01-09,2025-01-11,Delivered,2080.16,83.19
17330,SO-2025-017330,5,3,2025-01-06,2025-01-15,2025-01-10,Delivered,208223.28,65.26
17331,SO-2025-017331,147,4,2025-01-06,2025-01-14,2025-01-09,Delivered,264323.7,80.37
17332,SO-2025-017332,41,5,2025-01-06,2025-01-18,2025-01-08,Delivered,234150.71,99.15
17333,SO-2025-017333,60,1,2025-01-06,2025-01-15,2025-01-08,Delivered,281482.24,50.31
17334,SO-2025-017334,5,1,2025-01-06,2025-01-09,2025-01-08,Delivered,36636.01,46.14
17335,SO-2025-017335,109,3,2025-01-06,2025-01-19,2025-01-08,Delivered,6437.56,64.23
17336,SO-2025-017336,67,4,2025-01-06,2025-01-15,2025-01-11,Delivered,60066.26,41.85
17337,SO-2025-017337,44,4,2025-01-06,2025-01-19,2025-01-08,Delivered,180630.66,84.24
17338,SO-2025-017338,131,5,2025-01-06,2025-01-18,2025-01-11,Delivered,239.22,74.85
17339,SO-2025-017339,56,1,2025-01-06,2025-01-14,2025-01-08,Delivered,6033.33,39.55
17340,SO-2025-017340,145,3,2025-01-06,2025-01-20,2025-01-11,Delivered,2305.08,22.9
17341,SO-2025-017341,55,3,2025-01-06,2025-01-18,2025-01-09,Delivered,21021.36,78.09
17342,SO-2025-017342,22,2,2025-01-06,2025-01-16,2025-01-08,Delivered,20205.58,92.0
17343,SO-2025-017343,103,3,2025-01-06,2025-01-10,2025-01-07,Delivered,100952.35,15.33
17344,SO-2025-017344,45,3,2025-01-06,2025-01-17,2025-01-09,Delivered,11361.74,22.76
17345,SO-2025-017345,86,2,2025-01-06,2025-01-19,2025-01-11,Delivered,9583.53,37.93
17346,SO-2025-017346,109,2,2025-01-06,2025-01-13,2025-01-10,Delivered,8533.56,30.43
17347,SO-2025-017347,17,2,2025-01-06,2025-01-16,2025-01-10,Delivered,128348.22,65.64
17348,SO-2025-017348,12,1,2025-01-06,2025-01-12,2025-01-10,Delivered,141155.33,84.74
17349,SO-2025-017349,103,2,2025-01-06,2025-01-11,2025-01-10,Delivered,134402.97,79.05
17350,SO-2025-017350,27,3,2025-01-06,2025-01-09,2025-01-10,Delivered,27496.26,45.74
17351,SO-2025-017351,136,1,2025-01-06,2025-01-12,2025-01-08,Delivered,104751.86,12.11
17352,SO-2025-017352,27,1,2025-01-06,2025-01-11,2025-01-10,Delivered,145.1,86.01
17353,SO-2025-017353,1,1,2025-01-06,2025-01-17,2025-01-09,Delivered,164911.79,86.54
17354,SO-2025-017354,132,1,2025-01-06,2025-01-18,2025-01-07,Delivered,173046.93,22.1
17355,SO-2025-017355,65,2,2025-01-07,2025-01-12,2025-01-09,Delivered,117789.5,94.91
17356,SO-2025-017356,148,4,2025-01-07,2025-01-10,2025-01-10,Delivered,143812.77,93.61
17357,SO-2025-017357,138,3,2025-01-07,2025-01-17,2025-01-12,Delivered,183.69,46.25
17358,SO-2025-017358,25,4,2025-01-07,2025-01-18,2025-01-11,Delivered,5848.98,51.32
17359,SO-2025-017359,131,1,2025-01-07,2025-01-20,2025-01-11,Delivered,4940.94,24.98
17360,SO-2025-017360,101,2,2025-01-07,2025-01-14,2025-01-12,Delivered,1381.73,48.75
17361,SO-2025-017361,80,2,2025-01-07,2025-01-18,2025-01-12,Delivered,2166.64,52.58
17362,SO-2025-017362,86,5,2025-01-07,2025-01-21,2025-01-08,Delivered,6986.23,76.83
17363,SO-2025-017363,98,4,2025-01-07,2025-01-14,2025-01-11,Delivered,180706.48,59.43
17364,SO-2025-017364,148,5,2025-01-07,2025-01-10,2025-01-10,Delivered,205243.27,92.93
17365,SO-2025-017365,30,2,2025-01-07,2025-01-14,2025-01-09,Delivered,448560.76,76.0
17366,SO-2025-017366,34,2,2025-01-07,2025-01-17,2025-01-08,Delivered,61768.36,51.21
17367,SO-2025-017367,23,4,2025-01-07,2025-01-15,2025-01-09,Delivered,136127.23,37.07
17368,SO-2025-017368,138,5,2025-01-07,2025-01-10,2025-01-11,Delivered,5643.39,25.64
17369,SO-2025-017369,28,3,2025-01-07,2025-01-11,2025-01-12,Delivered,18017.34,77.56
17370,SO-2025-017370,46,1,2025-01-07,2025-01-13,2025-01-09,Delivered,5619.64,91.31
17371,SO-2025-017371,103,2,2025-01-07,2025-01-12,2025-01-11,Delivered,245622.33,33.54
17372,SO-2025-017372,78,3,2025-01-07,2025-01-18,2025-01-10,Delivered,163.66,71.31
17373,SO-2025-017373,76,1,2025-01-07,2025-01-16,2025-01-11,Delivered,181557.99,58.4
17374,SO-2025-017374,88,3,2025-01-07,2025-01-19,2025-01-10,Delivered,165122.63,94.69
17375,SO-2025-017375,94,4,2025-01-07,2025-01-18,2025-01-09,Delivered,89448.99,24.58
17376,SO-2025-017376,5,5,2025-01-07,2025-01-20,2025-01-10,Delivered,247012.74,43.24
17377,SO-2025-017377,127,5,2025-01-07,2025-01-14,2025-01-08,Delivered,153745.57,49.71
17378,SO-2025-017378,140,2,2025-01-07,2025-01-16,2025-01-10,Delivered,13810.7,19.9
17379,SO-2025-017379,85,1,2025-01-07,2025-01-13,2025-01-09,Delivered,61457.3,92.42
17380,SO-2025-017380,32,4,2025-01-07,2025-01-18,2025-01-10,Delivered,7024.59,16.88
17381,SO-2025-017381,83,1,2025-01-07,2025-01-18,2025-01-11,Delivered,319838.02,58.19
17382,SO-2025-017382,77,3,2025-01-07,2025-01-14,2025-01-10,Delivered,3491.15,42.83
17383,SO-2025-017383,85,5,2025-01-07,2025-01-12,2025-01-10,Delivered,211448.51,74.7
17384,SO-2025-017384,7,3,2025-01-07,2025-01-20,2025-01-11,Delivered,11887.22,54.24
17385,SO-2025-017385,34,4,2025-01-07,2025-01-16,2025-01-10,Delivered,323586.07,82.5
17386,SO-2025-017386,30,2,2025-01-07,2025-01-20,2025-01-08,Delivered,152487.72,39.8
17387,SO-2025-017387,101,1,2025-01-07,2025-01-20,2025-01-09,Delivered,808.15,41.28
17388,SO-2025-017388,100,5,2025-01-07,2025-01-15,2025-01-11,Delivered,4715.64,66.23
17389,SO-2025-017389,150,5,2025-01-07,2025-01-13,2025-01-09,Delivered,284329.69,54.17
17390,SO-2025-017390,67,3,2025-01-07,2025-01-16,2025-01-09,Delivered,399574.62,45.25
17391,SO-2025-017391,17,3,2025-01-07,2025-01-17,2025-01-09,Delivered,99076.73,20.14
17392,SO-2025-017392,134,4,2025-01-07,2025-01-20,2025-01-11,Delivered,236214.76,24.25
17393,SO-2025-017393,42,1,2025-01-07,2025-01-11,2025-01-10,Delivered,2011.11,48.88
17394,SO-2025-017394,123,5,2025-01-07,2025-01-19,2025-01-08,Delivered,877.8,89.72
17395,SO-2025-017395,30,3,2025-01-08,2025-01-19,2025-01-09,Delivered,68134.39,44.63
17396,SO-2025-017396,150,1,2025-01-08,2025-01-14,2025-01-10,Delivered,570379.35,13.14
17397,SO-2025-017397,61,1,2025-01-08,2025-01-19,2025-01-09,Delivered,409895.93,33.0
17398,SO-2025-017398,25,5,2025-01-08,2025-01-17,2025-01-12,Delivered,3267.45,46.78
17399,SO-2025-017399,125,1,2025-01-08,2025-01-22,2025-01-12,Delivered,16879.8,72.11
17400,SO-2025-017400,41,4,2025-01-08,2025-01-20,2025-01-11,Delivered,158981.86,34.99
17401,SO-2025-017401,137,4,2025-01-08,2025-01-16,2025-01-09,Delivered,16100.88,65.26
17402,SO-2025-017402,97,5,2025-01-08,2025-01-20,2025-01-13,Delivered,273558.97,63.03
17403,SO-2025-017403,55,1,2025-01-08,2025-01-14,2025-01-11,Delivered,8933.26,22.01
17404,SO-2025-017404,31,5,2025-01-08,2025-01-18,2025-01-13,Delivered,259322.4,21.77
17405,SO-2025-017405,110,5,2025-01-08,2025-01-12,2025-01-10,Delivered,4224.66,55.23
17406,SO-2025-017406,108,3,2025-01-08,2025-01-12,2025-01-11,Delivered,5232.75,83.48
17407,SO-2025-017407,10,4,2025-01-08,2025-01-12,2025-01-11,Delivered,36278.84,87.48
17408,SO-2025-017408,28,2,2025-01-08,2025-01-15,2025-01-12,Delivered,173.9,59.28
17409,SO-2025-017409,3,4,2025-01-08,2025-01-22,2025-01-10,Delivered,17615.01,88.48
17410,SO-2025-017410,125,2,2025-01-08,2025-01-11,2025-01-13,Delivered,26235.99,56.92
17411,SO-2025-017411,129,4,2025-01-08,2025-01-18,2025-01-13,Delivered,380652.41,85.37
17412,SO-2025-017412,58,2,2025-01-08,2025-01-20,2025-01-11,Delivered,97039.41,44.63
17413,SO-2025-017413,49,5,2025-01-08,2025-01-21,2025-01-13,Delivered,148095.49,34.6
17414,SO-2025-017414,147,1,2025-01-08,2025-01-11,2025-01-12,Delivered,257458.86,52.44
17415,SO-2025-017415,79,4,2025-01-08,2025-01-18,2025-01-10,Delivered,4878.55,42.86
17416,SO-2025-017416,114,5,2025-01-08,2025-01-11,2025-01-11,Delivered,6172.68,41.97
17417,SO-2025-017417,99,4,2025-01-08,2025-01-16,2025-01-09,Delivered,14144.59,85.52
17418,SO-2025-017418,111,4,2025-01-08,2025-01-13,2025-01-13,Delivered,14869.92,91.24
17419,SO-2025-017419,110,2,2025-01-08,2025-01-18,2025-01-13,Delivered,24998.65,12.92
17420,SO-2025-017420,113,5,2025-01-08,2025-01-14,2025-01-10,Delivered,27887.12,27.89
17421,SO-2025-017421,5,3,2025-01-08,2025-01-13,2025-01-13,Delivered,315129.46,46.08
17422,SO-2025-017422,15,1,2025-01-08,2025-01-15,2025-01-12,Delivered,100634.02,70.76
17423,SO-2025-017423,130,3,2025-01-08,2025-01-22,2025-01-13,Delivered,310364.98,36.42
17424,SO-2025-017424,125,1,2025-01-08,2025-01-19,2025-01-11,Delivered,723.8,36.68
17425,SO-2025-017425,113,4,2025-01-08,2025-01-17,2025-01-12,Delivered,39719.66,18.49
17426,SO-2025-017426,34,2,2025-01-09,2025-01-20,2025-01-11,Delivered,197257.79,21.95
17427,SO-2025-017427,29,3,2025-01-09,2025-01-22,2025-01-11,Delivered,121274.56,69.23
17428,SO-2025-017428,116,4,2025-01-09,2025-01-15,2025-01-13,Delivered,2542.44,94.52
17429,SO-2025-017429,74,4,2025-01-09,2025-01-15,2025-01-11,Delivered,1232.16,69.57
17430,SO-2025-017430,78,1,2025-01-09,2025-01-18,2025-01-13,Delivered,3389.63,90.25
17431,SO-2025-017431,101,4,2025-01-09,2025-01-17,2025-01-10,Delivered,2494.96,14.13
17432,SO-2025-017432,69,1,2025-01-09,2025-01-16,2025-01-11,Delivered,6211.91,29.76
17433,SO-2025-017433,105,3,2025-01-09,2025-01-18,2025-01-13,Delivered,4857.54,48.25
17434,SO-2025-017434,110,1,2025-01-09,2025-01-12,2025-01-11,Delivered,1929.16,86.28
17435,SO-2025-017435,103,2,2025-01-09,2025-01-22,2025-01-11,Delivered,177299.94,96.3
17436,SO-2025-017436,6,5,2025-01-09,2025-01-15,2025-01-10,Delivered,16572.66,80.65
17437,SO-2025-017437,43,1,2025-01-09,2025-01-21,2025-01-14,Delivered,426460.87,70.16
17438,SO-2025-017438,75,3,2025-01-09,2025-01-18,2025-01-10,Delivered,3430.69,74.59
17439,SO-2025-017439,56,5,2025-01-09,2025-01-12,2025-01-10,Delivered,1408.47,33.46
17440,SO-2025-017440,54,4,2025-01-09,2025-01-22,2025-01-10,Delivered,348655.33,66.71
17441,SO-2025-017441,13,1,2025-01-09,2025-01-22,2025-01-13,Delivered,199508.51,39.96
17442,SO-2025-017442,59,4,2025-01-09,2025-01-15,2025-01-13,Delivered,93513.15,60.57
17443,SO-2025-017443,96,5,2025-01-09,2025-01-17,2025-01-10,Delivered,600.9,85.81
17444,SO-2025-017444,26,5,2025-01-09,2025-01-23,2025-01-10,Delivered,218743.42,25.76
17445,SO-2025-017445,91,3,2025-01-09,2025-01-14,2025-01-12,Delivered,6584.11,53.13
17446,SO-2025-017446,35,3,2025-01-09,2025-01-18,2025-01-12,Delivered,131489.51,31.51
17447,SO-2025-017447,67,1,2025-01-09,2025-01-14,2025-01-13,Delivered,32023.28,57.25
17448,SO-2025-017448,45,1,2025-01-09,2025-01-22,2025-01-14,Delivered,861.03,51.28
17449,SO-2025-017449,44,2,2025-01-09,2025-01-22,2025-01-11,Delivered,103207.77,45.23
17450,SO-2025-017450,44,5,2025-01-09,2025-01-23,2025-01-10,Delivered,359663.43,46.86
17451,SO-2025-017451,23,3,2025-01-09,2025-01-17,2025-01-14,Delivered,232875.09,39.94
17452,SO-2025-017452,86,2,2025-01-09,2025-01-20,2025-01-13,Delivered,5021.38,72.03
17453,SO-2025-017453,1,5,2025-01-09,2025-01-19,2025-01-10,Delivered,184758.05,11.39
17454,SO-2025-017454,131,2,2025-01-09,2025-01-18,2025-01-14,Delivered,28160.58,75.26
17455,SO-2025-017455,138,3,2025-01-09,2025-01-14,2025-01-14,Delivered,7045.41,83.51
17456,SO-2025-017456,144,2,2025-01-09,2025-01-22,2025-01-12,Delivered,417441.65,91.73
17457,SO-2025-017457,71,1,2025-01-09,2025-01-19,2025-01-12,Delivered,116041.25,14.01
17458,SO-2025-017458,25,5,2025-01-09,2025-01-13,2025-01-13,Delivered,4329.34,26.4
17459,SO-2025-017459,17,3,2025-01-09,2025-01-17,2025-01-14,Delivered,178304.82,43.34
17460,SO-2025-017460,70,4,2025-01-09,2025-01-16,2025-01-12,Delivered,143742.35,76.89
17461,SO-2025-017461,13,5,2025-01-09,2025-01-17,2025-01-10,Delivered,315782.29,18.29
17462,SO-2025-017462,9,2,2025-01-09,2025-01-17,2025-01-12,Delivered,23424.58,98.42
17463,SO-2025-017463,53,3,2025-01-09,2025-01-21,2025-01-11,Delivered,164477.05,35.47
17464,SO-2025-017464,93,4,2025-01-10,2025-01-23,2025-01-11,Delivered,225568.26,34.68
17465,SO-2025-017465,125,3,2025-01-10,2025-01-21,2025-01-15,Delivered,11209.33,97.58
17466,SO-2025-017466,23,3,2025-01-10,2025-01-20,2025-01-15,Delivered,235970.83,87.13
17467,SO-2025-017467,76,4,2025-01-10,2025-01-19,2025-01-14,Delivered,124256.07,69.57
17468,SO-2025-017468,77,4,2025-01-10,2025-01-21,2025-01-15,Delivered,4550.68,11.97
17469,SO-2025-017469,101,5,2025-01-10,2025-01-14,2025-01-11,Delivered,5367.33,54.61
17470,SO-2025-017470,33,5,2025-01-10,2025-01-17,2025-01-15,Delivered,225286.0,89.42
17471,SO-2025-017471,29,4,2025-01-10,2025-01-20,2025-01-14,Delivered,63360.23,61.91
17472,SO-2025-017472,118,1,2025-01-10,2025-01-20,2025-01-14,Delivered,1011.36,70.51
17473,SO-2025-017473,62,2,2025-01-10,2025-01-16,2025-01-13,Delivered,1114.32,98.93
17474,SO-2025-017474,114,4,2025-01-10,2025-01-15,2025-01-11,Delivered,23286.94,19.02
17475,SO-2025-017475,145,4,2025-01-10,2025-01-24,2025-01-15,Delivered,9752.64,86.99
17476,SO-2025-017476,33,1,2025-01-10,2025-01-16,2025-01-12,Delivered,53876.35,99.17
17477,SO-2025-017477,67,3,2025-01-10,2025-01-13,2025-01-12,Delivered,140965.88,96.49
17478,SO-2025-017478,75,4,2025-01-10,2025-01-17,2025-01-15,Delivered,17498.75,24.58
17479,SO-2025-017479,22,1,2025-01-10,2025-01-21,2025-01-13,Delivered,15185.27,29.86
17480,SO-2025-017480,47,1,2025-01-10,2025-01-23,2025-01-12,Delivered,2507.77,60.38
17481,SO-2025-017481,87,1,2025-01-10,2025-01-22,2025-01-13,Delivered,152560.43,61.31
17482,SO-2025-017482,85,1,2025-01-10,2025-01-14,2025-01-15,Delivered,28616.96,45.13
17483,SO-2025-017483,14,4,2025-01-10,2025-01-17,2025-01-15,Delivered,77660.48,57.4
17484,SO-2025-017484,150,2,2025-01-10,2025-01-18,2025-01-11,Delivered,55210.48,19.69
17485,SO-2025-017485,150,4,2025-01-10,2025-01-15,2025-01-14,Delivered,60980.57,20.7
17486,SO-2025-017486,119,3,2025-01-10,2025-01-17,2025-01-14,Delivered,394.9,20.87
17487,SO-2025-017487,67,4,2025-01-10,2025-01-21,2025-01-11,Delivered,272055.46,10.06
17488,SO-2025-017488,146,2,2025-01-10,2025-01-23,2025-01-11,Delivered,4821.04,51.47
